vid_name,label,use?
1_1_2_1_9,2,True
1_1_2_2_0,2,True
1_1_2_2_1,2,True
1_1_2_2_2,2,True
1_1_2_2_3,2,True
1_1_2_2_4,2,True
1_1_2_2_5,2,True
1_1_2_2_6,2,True
1_1_2_2_7,2,True
1_1_2_2_8,2,True
1_1_2_2_9,2,True
1_1_2_3_0,2,True
1_1_2_3_1,2,True
1_1_2_3_2,2,True
1_1_2_3_3,2,True
1_1_2_3_4,2,True
1_1_2_3_5,2,True
1_1_2_3_6,2,True
1_1_2_3_7,2,True
1_1_2_3_8,2,True
1_1_2_3_9,2,True
1_1_2_4_0,2,True
1_1_2_4_1,2,True
1_1_2_4_2,2,True
1_1_2_4_3,2,True
1_1_2_4_4,2,True
1_1_2_4_5,2,True
1_1_2_4_6,2,True
1_1_2_4_7,2,True
1_1_2_4_8,2,True
1_1_2_4_9,2,True
1_1_2_5_0,2,True
1_1_2_5_1,2,True
1_1_2_5_2,2,True
1_1_2_5_3,2,True
1_1_2_5_4,2,True
1_1_2_5_5,2,True
1_1_2_5_6,2,True
1_1_2_5_7,2,True
1_1_2_5_8,2,True
1_1_2_5_9,2,True
1_1_3_0_0,3,False
1_1_3_0_1,3,False
1_1_3_0_2,3,False
1_1_3_0_3,3,False
1_1_3_0_4,3,False
1_1_3_0_5,3,False
1_1_3_0_6,3,False
1_1_3_0_7,3,False
1_1_3_0_8,3,False
1_1_3_0_9,3,False
1_1_3_1_0,3,True
1_1_3_1_1,3,True
1_1_3_1_2,3,True
1_1_3_1_3,3,True
1_1_3_1_4,3,True
1_1_3_1_5,3,True
1_1_3_1_6,3,True
1_1_3_1_7,3,True
1_1_3_1_8,3,True
1_1_3_1_9,3,True
1_1_3_2_0,3,True
1_1_3_2_1,3,True
1_1_3_2_2,3,True
1_1_3_2_3,3,True
1_1_3_2_4,3,True
1_1_3_2_5,3,True
1_1_3_2_6,3,True
1_1_3_2_7,3,True
1_1_3_2_8,3,True
1_1_3_2_9,3,True
1_1_3_3_0,3,True
1_1_3_3_1,3,True
1_1_3_3_2,3,True
1_1_3_3_3,3,True
1_1_3_3_4,3,True
1_1_3_3_5,3,True
1_1_3_3_6,3,True
1_1_3_3_7,3,True
1_1_3_3_8,3,True
1_1_3_3_9,3,True
1_1_3_4_0,3,True
1_1_3_4_1,3,True
1_1_3_4_2,3,True
1_1_3_4_3,3,True
1_1_3_4_4,3,True
1_1_3_4_5,3,True
1_1_3_4_6,3,True
1_1_3_4_7,3,True
1_1_3_4_8,3,True
1_1_3_4_9,3,True
1_1_3_5_0,3,True
1_1_3_5_1,3,True
1_1_3_5_2,3,True
1_1_3_5_3,3,True
1_1_3_5_4,3,True
1_1_3_5_5,3,True
1_1_3_5_6,3,True
1_1_3_5_7,3,True
1_1_3_5_8,3,True
1_1_3_5_9,3,True
1_1_4_0_0,4,False
1_1_4_0_1,4,False
1_1_4_0_2,4,False
1_1_4_0_3,4,False
1_1_4_0_4,4,False
1_1_4_0_5,4,False
1_1_4_0_6,4,False
1_1_4_0_7,4,False
1_1_4_0_8,4,False
1_1_4_0_9,4,False
1_1_4_1_0,4,True
1_1_4_1_1,4,True
1_1_4_1_2,4,True
1_1_4_1_3,4,True
1_1_4_1_4,4,True
1_1_4_1_5,4,True
1_1_4_1_6,4,True
1_1_4_1_7,4,True
1_1_4_1_8,4,True
1_1_4_1_9,4,True
1_1_4_2_0,4,True
1_1_4_2_1,4,True
1_1_4_2_2,4,True
1_1_4_2_3,4,True
1_1_4_2_4,4,True
1_1_4_2_5,4,True
1_1_4_2_6,4,True
1_1_4_2_7,4,True
1_1_4_2_8,4,True
1_1_4_2_9,4,True
1_1_4_3_0,4,True
1_1_4_3_1,4,True
1_1_4_3_2,4,True
1_1_4_3_3,4,True
1_1_4_3_4,4,True
1_1_4_3_5,4,True
1_1_4_3_6,4,True
1_1_4_3_7,4,True
1_1_4_3_8,4,True
1_1_4_3_9,4,True
1_1_4_4_0,4,True
1_1_4_4_1,4,True
1_1_4_4_2,4,True
1_1_4_4_3,4,True
1_1_4_4_4,4,True
1_1_4_4_5,4,True
1_1_4_4_6,4,True
1_1_4_4_7,4,True
1_1_4_4_8,4,True
1_1_4_4_9,4,True
1_1_4_5_0,4,True
1_1_4_5_1,4,True
1_1_4_5_2,4,True
1_1_4_5_3,4,True
1_1_4_5_4,4,True
1_1_4_5_5,4,True
1_1_4_5_6,4,True
1_1_4_5_7,4,True
1_1_4_5_8,4,True
1_1_4_5_9,4,True
1_1_5_0_0,5,False
1_1_5_0_1,5,False
1_1_5_0_2,5,False
1_1_5_0_3,5,False
1_1_5_0_4,5,False
1_1_5_0_5,5,False
1_1_5_0_6,5,False
1_1_5_0_7,5,False
1_1_5_0_8,5,False
1_1_5_0_9,5,False
1_1_5_1_0,5,True
1_1_5_1_1,5,True
1_1_5_1_2,5,True
1_1_5_1_3,5,True
1_1_5_1_4,5,True
1_1_5_1_5,5,True
1_1_5_1_6,5,True
1_1_5_1_7,5,True
1_1_5_1_8,5,True
1_1_5_1_9,5,True
1_1_5_2_0,5,True
1_1_5_2_1,5,True
1_1_5_2_2,5,True
1_1_5_2_3,5,True
1_1_5_2_4,5,True
1_1_5_2_5,5,True
1_1_5_2_6,5,True
1_1_5_2_7,5,True
1_1_5_2_8,5,True
1_1_5_2_9,5,True
1_1_5_3_0,5,True
1_1_5_3_1,5,True
1_1_5_3_2,5,True
1_1_5_3_3,5,True
1_1_5_3_4,5,True
1_1_5_3_5,5,True
1_1_5_3_6,5,True
1_1_5_3_7,5,True
1_1_5_3_8,5,True
1_1_5_3_9,5,True
1_1_5_4_0,5,True
1_1_5_4_1,5,True
1_1_5_4_2,5,True
1_1_5_4_3,5,True
1_1_5_4_4,5,True
1_1_5_4_5,5,True
1_1_5_4_6,5,True
1_1_5_4_7,5,True
1_1_5_4_8,5,True
1_1_5_4_9,5,True
1_1_5_5_0,5,True
1_1_5_5_1,5,True
1_1_5_5_2,5,True
1_1_5_5_3,5,True
1_1_5_5_4,5,True
1_1_5_5_5,5,True
1_1_5_5_6,5,True
1_1_5_5_7,5,True
1_1_5_5_8,5,True
1_1_5_5_9,5,True
1_1_6_0_0,6,False
1_1_6_0_1,6,False
1_1_6_0_2,6,False
1_1_6_0_3,6,False
1_1_6_0_4,6,False
1_1_6_0_5,6,False
1_1_6_0_6,6,False
1_1_6_0_7,6,False
1_1_6_0_8,6,False
1_1_6_0_9,6,False
1_1_6_1_0,6,True
1_1_6_1_1,6,True
1_1_6_1_2,6,True
1_1_6_1_3,6,True
1_1_6_1_4,6,True
1_1_6_1_5,6,True
1_1_6_1_6,6,True
1_1_6_1_7,6,True
1_1_6_1_8,6,True
1_1_6_1_9,6,True
1_1_6_2_0,6,True
1_1_6_2_1,6,True
1_1_6_2_2,6,True
1_1_6_2_3,6,True
1_1_6_2_4,6,True
1_1_6_2_5,6,True
1_1_6_2_6,6,True
1_1_6_2_7,6,True
1_1_6_2_8,6,True
1_1_6_2_9,6,True
1_1_6_3_0,6,True
1_1_6_3_1,6,True
1_1_6_3_2,6,True
1_1_6_3_3,6,True
1_1_6_3_4,6,True
1_1_6_3_5,6,True
1_1_6_3_6,6,True
1_1_6_3_7,6,True
1_1_6_3_8,6,True
1_1_6_3_9,6,True
1_1_6_4_0,6,True
1_1_6_4_1,6,True
1_1_6_4_2,6,True
1_1_6_4_3,6,True
1_1_6_4_4,6,True
1_1_6_4_5,6,True
1_1_6_4_6,6,True
1_1_6_4_7,6,True
1_1_6_4_8,6,True
1_1_6_4_9,6,True
1_1_6_5_0,6,True
1_1_6_5_1,6,True
1_1_6_5_2,6,True
1_1_6_5_3,6,True
1_1_6_5_4,6,True
1_1_6_5_5,6,True
1_1_6_5_6,6,True
1_1_6_5_7,6,True
1_1_6_5_8,6,True
1_1_6_5_9,6,True
1_1_7_0_0,7,False
1_1_7_0_1,7,False
1_1_7_0_2,7,False
1_1_7_0_3,7,False
1_1_7_0_4,7,False
1_1_7_0_5,7,False
1_1_7_0_6,7,False
1_1_7_0_7,7,False
1_1_7_0_8,7,False
1_1_7_0_9,7,False
1_1_7_1_0,7,True
1_1_7_1_1,7,True
1_1_7_1_2,7,True
1_1_7_1_3,7,True
1_1_7_1_4,7,True
1_1_7_1_5,7,True
1_1_7_1_6,7,True
1_1_7_1_7,7,True
1_1_7_1_8,7,True
1_1_7_1_9,7,True
1_1_7_2_0,7,True
1_1_7_2_1,7,True
1_1_7_2_2,7,True
1_1_7_2_3,7,True
1_1_7_2_4,7,True
1_1_7_2_5,7,True
1_1_7_2_6,7,True
1_1_7_2_7,7,True
1_1_7_2_8,7,True
1_1_7_2_9,7,True
1_1_7_3_0,7,True
1_1_7_3_1,7,True
1_1_7_3_2,7,True
1_1_7_3_3,7,True
1_1_7_3_4,7,True
1_1_7_3_5,7,True
1_1_7_3_6,7,True
1_1_7_3_7,7,True
1_1_7_3_8,7,True
1_1_7_3_9,7,True
1_1_7_4_0,7,True
1_1_7_4_1,7,True
1_1_7_4_2,7,True
1_1_7_4_3,7,True
1_1_7_4_4,7,True
1_1_7_4_5,7,True
1_1_7_4_6,7,True
1_1_7_4_7,7,True
1_1_7_4_8,7,True
1_1_7_4_9,7,True
1_1_7_5_0,7,True
1_1_7_5_1,7,True
1_1_7_5_2,7,True
1_1_7_5_3,7,True
1_1_7_5_4,7,True
1_1_7_5_5,7,True
1_1_7_5_6,7,True
1_1_7_5_7,7,True
1_1_7_5_8,7,True
1_1_7_5_9,7,True
1_1_8_0_0,8,False
1_1_8_0_1,8,False
1_1_8_0_2,8,False
1_1_8_0_3,8,False
1_1_8_0_4,8,False
1_1_8_0_5,8,False
1_1_8_0_6,8,False
1_1_8_0_7,8,False
1_1_8_0_8,8,False
1_1_8_0_9,8,False
1_1_8_1_0,8,True
1_1_8_1_1,8,True
1_1_8_1_2,8,True
1_1_8_1_3,8,True
1_1_8_1_4,8,True
1_1_8_1_5,8,True
1_1_8_1_6,8,True
1_1_8_1_7,8,True
1_1_8_1_8,8,True
1_1_8_1_9,8,True
1_1_8_2_0,8,True
1_1_8_2_1,8,True
1_1_8_2_2,8,True
1_1_8_2_3,8,True
1_1_8_2_4,8,True
1_1_8_2_5,8,True
1_1_8_2_6,8,True
1_1_8_2_7,8,True
1_1_8_2_8,8,True
1_1_8_2_9,8,True
1_1_8_3_0,8,True
1_1_8_3_1,8,True
1_1_8_3_2,8,True
1_1_8_3_3,8,True
1_1_8_3_4,8,True
1_1_8_3_5,8,True
1_1_8_3_6,8,True
1_1_8_3_7,8,True
1_1_8_3_8,8,True
1_1_8_3_9,8,True
1_1_8_4_0,8,True
1_1_8_4_1,8,True
1_1_8_4_2,8,True
1_1_8_4_3,8,True
1_1_8_4_4,8,True
1_1_8_4_5,8,True
1_1_8_4_6,8,True
1_1_8_4_7,8,True
1_1_8_4_8,8,True
1_1_8_4_9,8,True
1_1_8_5_0,8,True
1_1_8_5_1,8,True
1_1_8_5_2,8,True
1_1_8_5_3,8,True
1_1_8_5_4,8,True
1_1_8_5_5,8,True
1_1_8_5_6,8,True
1_1_8_5_7,8,True
1_1_8_5_8,8,True
1_1_8_5_9,8,True
1_1_9_0_0,9,False
1_1_9_0_1,9,False
1_1_9_0_2,9,False
1_1_9_0_3,9,False
1_1_9_0_4,9,False
1_1_9_0_5,9,False
1_1_9_0_6,9,False
1_1_9_0_7,9,False
1_1_9_0_8,9,False
1_1_9_0_9,9,False
1_1_9_1_0,9,True
1_1_9_1_1,9,True
1_1_9_1_2,9,True
1_1_9_1_3,9,True
1_1_9_1_4,9,True
1_1_9_1_5,9,True
1_1_9_1_6,9,True
1_1_9_1_7,9,True
1_1_9_1_8,9,True
1_1_9_1_9,9,True
1_1_9_2_0,9,True
1_1_9_2_1,9,True
1_1_9_2_2,9,True
1_1_9_2_3,9,True
1_1_9_2_4,9,True
1_1_9_2_5,9,True
1_1_9_2_6,9,True
1_1_9_2_7,9,True
1_1_9_2_8,9,True
1_1_9_2_9,9,True
1_1_9_3_0,9,True
1_1_9_3_1,9,True
1_1_9_3_2,9,True
1_1_9_3_3,9,True
1_1_9_3_4,9,True
1_1_9_3_5,9,True
1_1_9_3_6,9,True
1_1_9_3_7,9,True
1_1_9_3_8,9,True
1_1_9_3_9,9,True
1_1_9_4_0,9,True
1_1_9_4_1,9,True
1_1_9_4_2,9,True
1_1_9_4_3,9,True
1_1_9_4_4,9,True
1_1_9_4_5,9,True
1_1_9_4_6,9,True
1_1_9_4_7,9,True
1_1_9_4_8,9,True
1_1_9_4_9,9,True
1_1_9_5_0,9,True
1_1_9_5_1,9,True
1_1_9_5_2,9,True
1_1_9_5_3,9,True
1_1_9_5_4,9,True
1_1_9_5_5,9,True
1_1_9_5_6,9,True
1_1_9_5_7,9,True
1_1_9_5_8,9,True
1_1_9_5_9,9,True
1_1_10_0_0,10,False
1_1_10_0_1,10,False
1_1_10_0_2,10,False
1_1_10_0_3,10,False
1_1_10_0_4,10,False
1_1_10_0_5,10,False
1_1_10_0_6,10,False
1_1_10_0_7,10,False
1_1_10_0_8,10,False
1_1_10_0_9,10,False
1_1_10_1_0,10,True
1_1_10_1_1,10,True
1_1_10_1_2,10,True
1_1_10_1_3,10,True
1_1_10_1_4,10,True
1_1_10_1_5,10,True
1_1_10_1_6,10,True
1_1_10_1_7,10,True
1_1_10_1_8,10,True
1_1_10_1_9,10,True
1_1_10_2_0,10,True
1_1_10_2_1,10,True
1_1_10_2_2,10,True
1_1_10_2_3,10,True
1_1_10_2_4,10,True
1_1_10_2_5,10,True
1_1_10_2_6,10,True
1_1_10_2_7,10,True
1_1_10_2_8,10,True
1_1_10_2_9,10,True
1_1_10_3_0,10,True
1_1_10_3_1,10,True
1_1_10_3_2,10,True
1_1_10_3_3,10,True
1_1_10_3_4,10,True
1_1_10_3_5,10,True
1_1_10_3_6,10,True
1_1_10_3_7,10,True
1_1_10_3_8,10,True
1_1_10_3_9,10,True
1_1_10_4_0,10,True
1_1_10_4_1,10,True
1_1_10_4_2,10,True
1_1_10_4_3,10,True
1_1_10_4_4,10,True
1_1_10_4_5,10,True
1_1_10_4_6,10,True
1_1_10_4_7,10,True
1_1_10_4_8,10,True
1_1_10_4_9,10,True
1_1_10_5_0,10,True
1_1_10_5_1,10,True
1_1_10_5_2,10,True
1_1_10_5_3,10,True
1_1_10_5_4,10,True
1_1_10_5_5,10,True
1_1_10_5_6,10,True
1_1_10_5_7,10,True
1_1_10_5_8,10,True
1_1_10_5_9,10,True
1_1_11_0_0,11,False
1_1_11_0_1,11,False
1_1_11_0_2,11,False
1_1_11_0_3,11,False
1_1_11_0_4,11,False
1_1_11_0_5,11,False
1_1_11_0_6,11,False
1_1_11_0_7,11,False
1_1_11_0_8,11,False
1_1_11_0_9,11,False
1_1_11_1_0,11,True
1_1_11_1_1,11,True
1_1_11_1_2,11,True
1_1_11_1_3,11,True
1_1_11_1_4,11,True
1_1_11_1_5,11,True
1_1_11_1_6,11,True
1_1_11_1_7,11,True
1_1_11_1_8,11,True
1_1_11_1_9,11,True
1_1_11_2_0,11,True
1_1_11_2_1,11,True
1_1_11_2_2,11,True
1_1_11_2_3,11,True
1_1_11_2_4,11,True
1_1_11_2_5,11,True
1_1_11_2_6,11,True
1_1_11_2_7,11,True
1_1_11_2_8,11,True
1_1_11_2_9,11,True
1_1_11_3_0,11,True
1_1_11_3_1,11,True
1_1_11_3_2,11,True
1_1_11_3_3,11,True
1_1_11_3_4,11,True
1_1_11_3_5,11,True
1_1_11_3_6,11,True
1_1_11_3_7,11,True
1_1_11_3_8,11,True
1_1_11_3_9,11,True
1_1_11_4_0,11,True
1_1_11_4_1,11,True
1_1_11_4_2,11,True
1_1_11_4_3,11,True
1_1_11_4_4,11,True
1_1_11_4_5,11,True
1_1_11_4_6,11,True
1_1_11_4_7,11,True
1_1_11_4_8,11,True
1_1_11_4_9,11,True
1_1_11_5_0,11,True
1_1_11_5_1,11,True
1_1_11_5_2,11,True
1_1_11_5_3,11,True
1_1_11_5_4,11,True
1_1_11_5_5,11,True
1_1_11_5_6,11,True
1_1_11_5_7,11,True
1_1_11_5_8,11,True
1_1_11_5_9,11,True
1_1_12_0_0,12,False
1_1_12_0_1,12,False
1_1_12_0_2,12,False
1_1_12_0_3,12,False
1_1_12_0_4,12,False
1_1_12_0_5,12,False
1_1_12_0_6,12,False
1_1_12_0_7,12,False
1_1_12_0_8,12,False
1_1_12_0_9,12,False
1_1_12_1_0,12,True
1_1_12_1_1,12,True
1_1_12_1_2,12,True
1_1_12_1_3,12,True
1_1_12_1_4,12,True
1_1_12_1_5,12,True
1_1_12_1_6,12,True
1_1_12_1_7,12,True
1_1_12_1_8,12,True
1_1_12_1_9,12,True
1_1_12_2_0,12,True
1_1_12_2_1,12,True
1_1_12_2_2,12,True
1_1_12_2_3,12,True
1_1_12_2_4,12,True
1_1_12_2_5,12,True
1_1_12_2_6,12,True
1_1_12_2_7,12,True
1_1_12_2_8,12,True
1_1_12_2_9,12,True
1_1_12_3_0,12,True
1_1_12_3_1,12,True
1_1_12_3_2,12,True
1_1_12_3_3,12,True
1_1_12_3_4,12,True
1_1_12_3_5,12,True
1_1_12_3_6,12,True
1_1_12_3_7,12,True
1_1_12_3_8,12,True
1_1_12_3_9,12,True
1_1_12_4_0,12,True
1_1_12_4_1,12,True
1_1_12_4_2,12,True
1_1_12_4_3,12,True
1_1_12_4_4,12,True
1_1_12_4_5,12,True
1_1_12_4_6,12,True
1_1_12_4_7,12,True
1_1_12_4_8,12,True
1_1_12_4_9,12,True
1_1_12_5_0,12,True
1_1_12_5_1,12,True
1_1_12_5_2,12,True
1_1_12_5_3,12,True
1_1_12_5_4,12,True
1_1_12_5_5,12,True
1_1_12_5_6,12,True
1_1_12_5_7,12,True
1_1_12_5_8,12,True
1_1_12_5_9,12,True
1_1_13_0_0,13,False
1_1_13_0_1,13,False
1_1_13_0_2,13,False
1_1_13_0_3,13,False
1_1_13_0_4,13,False
1_1_13_0_5,13,False
1_1_13_0_6,13,False
1_1_13_0_7,13,False
1_1_13_0_8,13,False
1_1_13_0_9,13,False
1_1_13_1_0,13,True
1_1_13_1_1,13,True
1_1_13_1_2,13,True
1_1_13_1_3,13,True
1_1_13_1_4,13,True
1_1_13_1_5,13,True
1_1_13_1_6,13,True
1_1_13_1_7,13,True
1_1_13_1_8,13,True
1_1_13_1_9,13,True
1_1_13_2_0,13,True
1_1_13_2_1,13,True
1_1_13_2_2,13,True
1_1_13_2_3,13,True
1_1_13_2_4,13,True
1_1_13_2_5,13,True
1_1_13_2_6,13,True
1_1_13_2_7,13,True
1_1_13_2_8,13,True
1_1_13_2_9,13,True
1_1_13_3_0,13,True
1_1_13_3_1,13,True
1_1_13_3_2,13,True
1_1_13_3_3,13,True
1_1_13_3_4,13,True
1_1_13_3_5,13,True
1_1_13_3_6,13,True
1_1_13_3_7,13,True
1_1_13_3_8,13,True
1_1_13_3_9,13,True
1_1_13_4_0,13,True
1_1_13_4_1,13,True
1_1_13_4_2,13,True
1_1_13_4_3,13,True
1_1_13_4_4,13,True
1_1_13_4_5,13,True
1_1_13_4_6,13,True
1_1_13_4_7,13,True
1_1_13_4_8,13,True
1_1_13_4_9,13,True
1_1_13_5_0,13,True
1_1_13_5_1,13,True
1_1_13_5_2,13,True
1_1_13_5_3,13,True
1_1_13_5_4,13,True
1_1_13_5_5,13,True
1_1_13_5_6,13,True
1_1_13_5_7,13,True
1_1_13_5_8,13,True
1_1_13_5_9,13,True
1_1_14_0_0,14,False
1_1_14_0_1,14,False
1_1_14_0_2,14,False
1_1_14_0_3,14,False
1_1_14_0_4,14,False
1_1_14_0_5,14,False
1_1_14_0_6,14,False
1_1_14_0_7,14,False
1_1_14_0_8,14,False
1_1_14_0_9,14,False
1_1_14_1_0,14,True
1_1_14_1_1,14,True
1_1_14_1_2,14,True
1_1_14_1_3,14,True
1_1_14_1_4,14,True
1_1_14_1_5,14,True
1_1_14_1_6,14,True
1_1_14_1_7,14,True
1_1_14_1_8,14,True
1_1_14_1_9,14,True
1_1_14_2_0,14,True
1_1_14_2_1,14,True
1_1_14_2_2,14,True
1_1_14_2_3,14,True
1_1_14_2_4,14,True
1_1_14_2_5,14,True
1_1_14_2_6,14,True
1_1_14_2_7,14,True
1_1_14_2_8,14,True
1_1_14_2_9,14,True
1_1_14_3_0,14,True
1_1_14_3_1,14,True
1_1_14_3_2,14,True
1_1_14_3_3,14,True
1_1_14_3_4,14,True
1_1_14_3_5,14,True
1_1_14_3_6,14,True
1_1_14_3_7,14,True
1_1_14_3_8,14,True
1_1_14_3_9,14,True
1_1_14_4_0,14,True
1_1_14_4_1,14,True
1_1_14_4_2,14,True
1_1_14_4_3,14,True
1_1_14_4_4,14,True
1_1_14_4_5,14,True
1_1_14_4_6,14,True
1_1_14_4_7,14,True
1_1_14_4_8,14,True
1_1_14_4_9,14,True
1_1_14_5_0,14,True
1_1_14_5_1,14,True
1_1_14_5_2,14,True
1_1_14_5_3,14,True
1_1_14_5_4,14,True
1_1_14_5_5,14,True
1_1_14_5_6,14,True
1_1_14_5_7,14,True
1_1_14_5_8,14,True
1_1_14_5_9,14,True
1_1_15_0_0,15,False
1_1_15_0_1,15,False
1_1_15_0_2,15,False
1_1_15_0_3,15,False
1_1_15_0_4,15,False
1_1_15_0_5,15,False
1_1_15_0_6,15,False
1_1_15_0_7,15,False
1_1_15_0_8,15,False
1_1_15_0_9,15,False
1_1_15_1_0,15,True
1_1_15_1_1,15,True
1_1_15_1_2,15,True
1_1_15_1_3,15,True
1_1_15_1_4,15,True
1_1_15_1_5,15,True
1_1_15_1_6,15,True
1_1_15_1_7,15,True
1_1_15_1_8,15,True
1_1_15_1_9,15,True
1_1_15_2_0,15,True
1_1_15_2_1,15,True
1_1_15_2_2,15,True
1_1_15_2_3,15,True
1_1_15_2_4,15,True
1_1_15_2_5,15,True
1_1_15_2_6,15,True
1_1_15_2_7,15,True
1_1_15_2_8,15,True
1_1_15_2_9,15,True
1_1_15_3_0,15,True
1_1_15_3_1,15,True
1_1_15_3_2,15,True
1_1_15_3_3,15,True
1_1_15_3_4,15,True
1_1_15_3_5,15,True
1_1_15_3_6,15,True
1_1_15_3_7,15,True
1_1_15_3_8,15,True
1_1_15_3_9,15,True
1_1_15_4_0,15,True
1_1_15_4_1,15,True
1_1_15_4_2,15,True
1_1_15_4_3,15,True
1_1_15_4_4,15,True
1_1_15_4_5,15,True
1_1_15_4_6,15,True
1_1_15_4_7,15,True
1_1_15_4_8,15,True
1_1_15_4_9,15,True
1_1_15_5_0,15,True
1_1_15_5_1,15,True
1_1_15_5_2,15,True
1_1_15_5_3,15,True
1_1_15_5_4,15,True
1_1_15_5_5,15,True
1_1_15_5_6,15,True
1_1_15_5_7,15,True
1_1_15_5_8,15,True
1_1_15_5_9,15,True
1_1_16_0_0,16,False
1_1_16_0_1,16,False
1_1_16_0_2,16,False
1_1_16_0_3,16,False
1_1_16_0_4,16,False
1_1_16_0_5,16,False
1_1_16_0_6,16,False
1_1_16_0_7,16,False
1_1_16_0_8,16,False
1_1_16_0_9,16,False
1_1_16_1_0,16,True
1_1_16_1_1,16,True
1_1_16_1_2,16,True
1_1_16_1_3,16,True
1_1_16_1_4,16,True
1_1_16_1_5,16,True
1_1_16_1_6,16,True
1_1_16_1_7,16,True
1_1_16_1_8,16,True
1_1_16_1_9,16,True
1_1_16_2_0,16,True
1_1_16_2_1,16,True
1_1_16_2_2,16,True
1_1_16_2_3,16,True
1_1_16_2_4,16,True
1_1_16_2_5,16,True
1_1_16_2_6,16,True
1_1_16_2_7,16,True
1_1_16_2_8,16,True
1_1_16_2_9,16,True
1_1_16_3_0,16,True
1_1_16_3_1,16,True
1_1_16_3_2,16,True
1_1_16_3_3,16,True
1_1_16_3_4,16,True
1_1_16_3_5,16,True
1_1_16_3_6,16,True
1_1_16_3_7,16,True
